titleid|console|mediatype|name|namelang|parentallevel|icon|iconlang|resolution|soundformat
BLUS30721|ps3|disc|ASURA'S WRATH||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30721_00_1A68C5CE8DA84880C48CB5D74A5FC5FCE8EB39A9/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30722|ps3|disc|STREET FIGHTER X TEKKEN||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30722_00_7B42B6C991FB3FE9C585F6029E953D00939D5751/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30723|ps3|disc|DmC Devil May Cry||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30723_00_66D9D90569218319B7694E907D48075ED67C896B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30724|ps3|disc|DiRT 3||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30724_00_2A99CBA6E5E7232736C19C239C4B7916209AAF57/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30725|ps3|disc|Cars 2|"<name lang=""1"">Cars 2</name><name lang=""2"">Cars 2</name><name lang=""3"">Cars 2</name><name lang=""4"">Cars 2</name><name lang=""5"">Cars 2</name><name lang=""6"">Cars 2</name><name lang=""7"">Cars 2</name><name lang=""8"">Тачки 2</name><name lang=""12"">Autot 2</name><name lang=""13"">Bilar 2</name><name lang=""14"">Biler 2</name><name lang=""15"">Biler 2</name><name lang=""16"">Auta 2</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30725_00_CD3DE62B43DC7DB6C8FB451F5C39C66ACAD48DDF/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30726|ps3|disc|Phineas and Ferb Across the 2nd Dimension|"<name lang=""2"">Phinéas et Ferb Voyage Dans La 2e Dimension</name><name lang=""3"">Phineas y Ferb A través de La 2ª Dimensión</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30726_00_28531245B415254C1E83AE825A795275F628810F/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30727|ps3|disc|Disgaea 4||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30727_00_331D74944288A17CF9794B66F52F2F27C7491886/ICON0.PNG||480,720,1080,480SQ|2LPCM
BLUS30728|ps3|disc|London 2012|"<name lang=""1"">London 2012</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30728_00_3A0E13707CAE852B02DDCA7B913E85EEE51B100E/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30729|ps3|disc|BINARY DOMAIN|"<name lang=""0"">バイナリー ドメイン</name>"|0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30729_00_0E14E64A68FABC2235DC1816269B60581871DECE/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30731|ps3|disc|Puss In Boots®|"<name lang=""1"">Puss In Boots®</name><name lang=""2"">Le Chat Potté®</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30731_00_3D5BCB35395F762E595B2D81B015781EA3F7CA04/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30732|ps3|disc|Portal 2||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30732_00_D58FAB2F11166B8687D7555C5D106929AD5A02D3/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30734|ps3|disc|Dance on Broadway™||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30734_00_52F3F23E8BFEF745235EEFB02891E9C1970E3921/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30735|ps3|disc|Atelier Totori The Adventurer of Arland||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30735_00_22425A018D763CF3559DB0E39DF9669067C2D942/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30736|ps3|disc|SOULCALIBUR Ⅴ|"<name lang=""0"">ソウルキャリバーⅤ</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30736_00_13F92B7303E70A82AA46FD2DF0343A69A868AB71/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30738|ps3|disc|UFC® Undisputed™ 3|"<name lang=""1"">UFC® Undisputed™ 3</name><name lang=""2"">UFC® Undisputed™ 3</name><name lang=""3"">UFC® Undisputed™ 3</name><name lang=""4"">UFC® Undisputed™ 3</name><name lang=""5"">UFC® Undisputed™ 3</name>"|0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30738_00_D7883D947C88C952A457D23BCDB6B5CB97F84052/ICON0.PNG||480,720,1080,480SQ|2LPCM,Dolby
BLUS30740|ps3|disc|Winter Stars||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30740_00_D812ADAEB840CD8418F8C0FE8484AA55F8B695B5/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30743|ps3|disc|The Darkness II||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30743_00_AB15BF8884AE0EEEA460F0EA4235BE4C0FE8DC4C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30744|ps3|disc|LEGO® Pirates of the Caribbean The Video Game|"<name lang=""1"">LEGO® Pirates of the Caribbean The Video Game</name><name lang=""2"">LEGO® Pirates of the Caribbean The Video Game</name><name lang=""3"">LEGO® Piratas del Caribe El Videojuego</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30744_00_499F3DBEB46F56FC0F70A230553FF917811A98C6/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,7.1LPCM,Dolby
BLUS30745|ps3|disc|NCAA® Football 12||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30745_00_85704EF4DDFD650B440C5A8A14DA8D2B0004FBB1/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30746|ps3|disc|X-Men: Destiny||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30746_00_B52F1A80ED66DEDD863D0431F28A53B385BD7E31/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30747|ps3|disc|The Adventures of Tintin|"<name lang=""2"">Les Aventures de Tintin : Le Secret de la Licorne</name><name lang=""3"">Las Aventuras De Tintín: El Secreto Del Unicornio</name><name lang=""7"">As Aventuras de Tintim</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30747_00_064AB596646404D629BF23549133A15EB719C10C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30750|ps3|disc|RESIDENT EVIL® Operation Raccoon City|"<name lang=""1"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""2"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""3"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""4"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""5"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""6"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""8"">RESIDENT EVIL® Operation Raccoon City</name><name lang=""16"">RESIDENT EVIL® Operation Raccoon City</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30750_00_DF0876755C88AE7678C8D7B352FFCF22D0262813/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30752|ps3|disc|Tiger Woods PGA TOUR® 12: The Masters®||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30752_00_24564DEAFCE402BB98090D656842AFB8F5253CB3/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30753|ps3|disc|Generator Rex: Agent of Providence||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30753_00_17CD109C01E01FA6BE92B52D78A5A9654F6E22CB/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30754|ps3|disc|Prince of Persia Trilogy 3D|"<name lang=""1"">Prince of Persia Trilogy 3D</name><name lang=""2"">Prince of Persia Trilogy 3D</name><name lang=""3"">Prince of Persia Trilogy 3D</name><name lang=""4"">Prince of Persia 3D-Trilogie</name><name lang=""5"">Prince of Persia Trilogy 3D</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30754_00_6800CB8541F8AC71FE76F7443C6691F729C4B3A6/ICON0.PNG||480,576,720,1080|2LPCM,5.1LPCM,7.1LPCM
BLUS30755|ps3|disc|GoldenEye 007™: Reloaded||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30755_00_5B866C4E86FC7A2B08AE8C9D0C9A8319B3CAB860/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30756|ps3|disc|[PROTOTYPE®2]||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30756_00_F4D9BD136B53F683920727EE0A553A33BE6F75FA/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30757|ps3|disc|Need for Speed™ The Run|"<name lang=""1"">Need for Speed™ The Run</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30757_00_CC8C2EA8A5D4B06B9656FBD0B9BAD3678639FAC9/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30758|ps3|disc|Red Dead Redemption: Game of the Year Edition||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30758_00_C873FBD1447B0C797E77B91E3BFC31C36AB4B0F3/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30759|ps3|disc|Rune Factory: Tides of Destiny||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30759_00_D5A35AB3438F3D0831BA810F0E972744D0B415A6/ICON0.PNG||480,720,1080|2LPCM,Dolby
BLUS30760|ps3|disc|Spider-Man™: Edge of Time|"<name lang=""2"">Spider-Man™: Aux frontières du temps</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30760_00_07FD90C74198D395B6F3B2B071AB0A4C7F8B74BE/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30761|ps3|disc|Tom Clancy's™ Splinter Cell® Trilogy HD||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30761_00_710EDD4F96FE853888AD919657431B32EA96725D/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30762|ps3|disc|BATTLEFIELD 3™|"<name lang=""1"">BATTLEFIELD 3™</name><name lang=""2"">BATTLEFIELD 3™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30762_00_5F820A1FD88A62898BC8B16A4DF5A5A87691629B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30763|ps3|disc|Dead Rising 2: Off The Record||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30763_00_27661F2323253B2020B127E3042C9ADF5EFB72C9/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30764|ps3|disc|Devil May Cry® HD Collection||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30764_00_E05BD5D30FC24BEEA8B2828D2932BA4FC9C05245/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30765|ps3|disc|Wipeout 2||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30765_00_2329D6C9A3DB65FADA56AB855DAE72C2A6F690A5/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30767|ps3|disc|Dragon's Crown||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30767_00_063A0AE750AC1FEBC5D7955BEAEAB8F4DAAB395F/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
BLUS30768|ps3|disc|Harry Potter and the Deathly Hallows™ - Part 2|"<name lang=""2"">Harry Potter et les Reliques de la Mort™ - Deuxième Partie</name><name lang=""3"">Harry Potter y las Reliquias de la Muerte™ - Parte 2</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30768_00_043F3C66B694CF9AC6746DFCD1D4F13F3049651B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30769|ps3|disc|BLEACH: Soul Resurreccion||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30769_00_8ED26162539D8ECA4A17D342E7EFD20D0AF8F263/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30770|ps3|disc|Madden NFL 12||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30770_00_EA6B08B35C01A8363C5C6E8C511F8D32268C1844/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30772|ps3|disc|F1 2011™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30772_00_EAA30A6ED8F974B74A526F7BF70FC1F665378BAA/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30773|ps3|disc|Disney Universe||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30773_00_73D3915FAEFF0A5A90D35469FA9E2ECFDE092B8B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30774|ps3|disc|The House Of The Dead: OVERKILL™ Extended Cut|"<name lang=""3"">The House of the Dead: OVERKILL™ Versión Exclusiva Ampliada</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30774_00_AD2985403A901A20B5DF75FD0C25F00F0C199105/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30776|ps3|disc|FINAL FANTASY XIII-2||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30776_00_C98C37B4AC02845A6099A5708ACE9E6515B65A60/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30777|ps3|disc|RIDGE RACER™ UNBOUNDED||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30777_00_54AB38B69A1DAECD9A17448647476F35B83215E6/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,Dolby
BLUS30778|ps3|disc|Skyrim||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30778_00_92626A6BCD188C4B611649AE551311B678BCD22F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30779|ps3|disc|Skylanders Spyro's Adventure||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30779_00_062A765FBF54FDA93EB872E118C180C695C3DCA1/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30780|ps3|disc|The Bureau: XCOM Declassified||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30780_00_6484454E8CC3A95EBFE1848980F1BA48D3042828/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30782|ps3|disc|DARK SOULS||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30782_00_F7FCBA944BBDEB152F394B82695DE894EAA88AC0/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30784|ps3|disc|White Knight Chronicles™ II|"<name lang=""1"">White Knight Chronicles™ II</name><name lang=""2"">White Knight Chronicles™ II</name><name lang=""3"">White Knight Chronicles™ II</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30784_00_EE6B3177825B2B9FD122238F8ACA5B86C3BAB797/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30785|ps3|disc|Get Up And Dance||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30785_00_B674827E6AA138B30157812261DB653CE1100F9F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30786|ps3|disc|Grease Dance||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30786_00_349831C421C8479C297A7E2A83E1F081BBABBA99/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30787|ps3|disc|ULTIMATE MARVEL VS. CAPCOM 3||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30787_00_94E3C39FE9A005B2CA207AD5A232DC497CFB44D5/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30790|ps3|disc|Dead Island||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30790_00_228B91CFB538BD47F78A119B432FED731BCD7461/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30791|ps3|disc|NHL® 12||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30791_00_D7D2CC7B37B7A8B2D02B64629F53833039FC2DE9/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30792|ps3|disc|NARUTO SHIPPUDEN™: Ultimate Ninja® STORM Generations||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30792_00_20CB26920D2A12B4D74BB3D9142BCAFFA3923FC8/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30793|ps3|disc|SUPER STREET FIGHTER IV ARCADE EDITION||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30793_00_642E90F238CD900C31C3AF8535D39F6CD87EA137/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30794|ps3|disc|LEGO® Harry Potter™: Years 5-7|"<name lang=""1"">LEGO® Harry Potter™: Years 5-7</name><name lang=""2"">LEGO® Harry Potter™: Années 5 à 7</name><name lang=""3"">LEGO® Harry Potter™: Años 5-7</name><name lang=""7"">LEGO® Harry Potter™: Anos 5 a 7</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30794_00_3DC085E9EF04467A3F8C75082596BAA288941E3A/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,7.1LPCM,Dolby
BLUS30795|ps3|disc|Call of Juarez®: The Cartel|"<name lang=""1"">Call of Juarez®: The Cartel</name><name lang=""2"">Call of Juarez®: The Cartel</name><name lang=""3"">Call of Juarez®: The Cartel</name><name lang=""4"">Call of Juarez®: The Cartel</name><name lang=""5"">Call of Juarez®: The Cartel</name><name lang=""6"">Call of Juarez®: The Cartel</name><name lang=""8"">Call of Juarez®: Картель</name><name lang=""16"">Call of Juarez®: The Cartel</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30795_00_341E7D99E7A9B025DC821BD808FE1BD2F490D0FD/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30796|ps3|disc|Sniper: Ghost Warrior||0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30796_00_C9EBEEBE5DA868ADA8BAA3B137339F9B318C6024/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30798|ps3|disc|Sniper Elite V2||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30798_00_CE6112240066AD4B9D14CAABDCBBFA1FE5CAD4AB/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30799|ps3|disc|DreamWorks® Super Star Kartz™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30799_00_CBBF3DAAD487D1CBDDD2295CADD65FE14AE3D942/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM
BLUS30800|ps3|disc|Risen 2 - Dark Waters||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30800_00_064FA44C442A48C005E37AE1960EF8D1EB6BDE3F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BLUS30801|ps3|disc|Thief||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30801_00_6B909150AF0238CD0E852232E6D160078D1CB39B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30802|ps3|disc|Family Game Night 4||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30802_00_53867CFBFEF48F996985DF87597C686F775A1F32/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30803|ps3|disc|The Sims™ 3 Pets|"<name lang=""2"">Les Sims™ 3 Animaux &amp; Cie</name><name lang=""3"">Los Sims™ 3 ¡Vaya fauna!</name><name lang=""4"">Die Sims™ 3 Einfach tierisch</name><name lang=""5"">The Sims™ 3 Animali &amp; Co.</name><name lang=""6"">De Sims™ 3 Beestenbende</name><name lang=""8"">The Sims™ 3 Питомцы</name><name lang=""16"">The Sims™ 3 Zwierzaki</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30803_00_58423753C005F7B52845C3E17631CCB54E290139/ICON0.PNG||480,576,720,1080|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30804|ps3|disc|Syndicate™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30804_00_7D4E1B181F68564D4A3BAEE2A00AE6DB2CDE554A/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30805|ps3|disc|Pro Evolution Soccer 2012||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30805_00_42DC630AE30ACCDED9472A2C0AB633AD70CBBE74/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30806|ps3|disc|NASCAR® Unleashed||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30806_00_09161AA883C3B6BEDAC774965E7B18112CA134B8/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30808|ps3|disc|AC Revelations||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30808_00_DDE995F6040613F25733FAAB2E140C52DD7DA430/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30809|ps3|disc|FIFA 12||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30809_00_27E3A2F2F289DDCB11F52C0D08321D4F757B2195/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30810|ps3|disc|Silent Hill HD Collection|"<name lang=""0"">Silent Hill HD Edition</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30810_00_CF2F62E2976044F22C3760B476E677F59A1965C4/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30812|ps3|disc|Motionsports™ Adrenaline|"<name lang=""1"">Motionsports™ Adrenaline</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30812_00_C215DF538317E909F71B508AF809C003E11FF007/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30813|ps3|disc|Marvel Super Hero Squad: Comic Combat||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30813_00_8462D1A5C4B392ED96C2DB6AA43BEFA9A55D54BA/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30815|ps3|disc|miCoach||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30815_00_5752563523B356EDF3873A9D612670E91CAA5BF3/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BLUS30816|ps3|disc|Just Dance Kids 2||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30816_00_AFA6FC6F52BA3E2983AFEF9D320F3E808C0E2790/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30818|ps3|disc|Everyone Sing||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30818_00_CC331B088972E35BBE7BABCA3C2942F8E96C9B9C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BLUS30819|ps3|disc|Cabela's® Survival: Shadows of Katmai||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30819_00_942F79E0AE5EF72F91C642D959314C05451C323F/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30821|ps3|disc|Instant Artist||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30821_00_58FE7993395DA7842D604BA09099203912E04357/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30822|ps3|disc|Ben 10™ Galactic Racing||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30822_00_D43DE2C4EB5C386DAFC612BFED5AEC802944C0FC/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30823|ps3|disc|Dragon Ball Z Ultimate Tenkaichi||0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30823_00_9E52DE092E2C1C466CF04BFCE4149F7A1613F0A3/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30824|ps3|disc|Family Guy: Back To The Multiverse||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30824_00_7EC5AB38BF03A1A13EFBB2FED593D8A334C792CF/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30825|ps3|disc|Pictionary||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30825_00_39828E288AE1A6A69F924E00329600B8FE3DCB8B/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30826|ps3|disc|YAKUZA: Dead Souls||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30826_00_A356403C08A360AB756BD7D03D8DC2B6FCA8DC16/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30828|ps3|disc|The Amazing Spider-Man||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30828_00_F146753A7FD3022389EA7F5743CA5D135A6F24B8/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30829|ps3|disc|Darksiders II||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30829_00_3793AE3216E13A71B0A99926EA7BDCCABFC87B79/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30830|ps3|disc|NBA 2K12||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30830_00_182CA3B84578674DBE82715D175B5260AEAD9D3E/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30831|ps3|disc|Birds of Steel||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30831_00_9B1D9F186B1437F6F7D381E1E22422EBE73BB8E6/ICON0.PNG||480,720|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
